id,STARTTIME,ENDTIME,DATE,MACHINEID,OPERATORID,MODE,RAWSTITCHCOUNT,INLSTITCHCOUNT,INLRUNTIME,INLSTOPTIME,PICKDISPOSETIME,MANUALSTITCHESPERPIECE,MANUALPIECECOUNT,AUTOSTITCHESPERPIECE,AUTOPIECECOUNT,CUTTERCOUNT,DUMMYDATA1,DUMMYDATA2
1,08:50,08:55,02/04/2024,950,1477985582,1,1879,1874,36,67,172,14,13,144,111,22,9,13
